"","id","GPL6480","GPL4","GPL1485","GPL9973","GPL8490","GPL6984","GPL11154","GPL5188","GPL9115","GPL16131","GPL16791","GPL3720","GPL570","GPL20301","GPL6017","GPL10850","GPL16700","GPL10904","GPL13534","GPL6801","GPL3921","GPL6244","GPL10999","GPL10558","GPL14550","GPL9052","GPL7504","GPL6883","GPL13393","GPL6884","GPL4133"
"1","AND-1","GSE23091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG01",NA,"GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824","GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824","GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824","GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824","GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824","GSE14|GSE15309|GSE1902|GSE20027|GSE51334|GSE34200|GSE34869|GSE35157|GSE52617|GSE52824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG02",NA,NA,NA,NA,"GSE19090|NA|GSE34200|GSE34869|GSE35157|GSE34399|GSE51334","GSE19090|NA|GSE34200|GSE34869|GSE35157|GSE34399|GSE51334",NA,"GSE19090|NA|GSE34200|GSE34869|GSE35157|GSE34399|GSE51334","GSE19090|NA|GSE34200|GSE34869|GSE35157|GSE34399|GSE51334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","BG03",NA,NA,NA,NA,"GSE34200|GSE34869|GSE35157","GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","CHA-hES15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE163134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","CHA-NTK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE73362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","CHA-NTK7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE73362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","CHA-NTK8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE73362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","CSES1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE21672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","CSES12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","CSES13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","CSES15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","CSES20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","CSES21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CSES22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455|GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","CSES25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","CSES26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","CSES32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","CSES45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455|GSE64669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","CSES7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE51455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","CSES8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE21672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","CyT49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","H14.s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE6561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","H9-WISP3KO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE230194|GSE230195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","HES-1",NA,NA,NA,NA,"GSE34200|GSE34869|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","HES-2",NA,NA,NA,NA,"GSE34200|GSE34869|GSE35157","GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","HES-3",NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214",NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214",NA,NA,NA,NA,NA,NA,NA,NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214","GSE9448|GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|GSE44421|GSE44430|GSE44424|GSE44425|GSE44427|GSE65211|GSE65214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","HES-4",NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE42446|GSE49053|GSE42448","GSE9448|GSE14|GSE15309|GSE1902|GSE42446|GSE49053|GSE42448",NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE9448|GSE14|GSE15309|GSE1902|GSE42446|GSE49053|GSE42448","GSE9448|GSE14|GSE15309|GSE1902|GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","HES-5",NA,NA,NA,NA,"GSE34200|GSE34869|GSE35157","GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HES-6",NA,NA,NA,NA,"GSE9448|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|NA","GSE9448|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|NA",NA,NA,NA,NA,NA,NA,NA,NA,"GSE9448|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|NA","GSE9448|GSE34200|GSE34869|GSE35157|GSE42446|GSE49053|GSE42448|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","HS1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","HS181","GSE23091|GSE53436|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE23091|GSE53436|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","HS401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","HS916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","HS975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","HS980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","HS983a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE53436|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","HS999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","HSF-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE9448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","HSF-1-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE9448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","HSF-6",NA,"GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157","GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157",NA,"GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157","GSE14|GSE15309|GSE1902|GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","HUES 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25970|GSE58932","GSE25970|GSE58932",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","HUES 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25970|GSE25247",NA,"GSE25970|GSE25247",NA,NA,NA,NA,NA,NA,NA,NA
"44","HUES 2",NA,NA,NA,NA,"GSE24676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","HUES 28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","HUES 3","GSE24676|GSE24677|GSE25246|GSE25970|GSE25247",NA,NA,NA,"GSE24676|GSE24677|GSE25246|GSE25970|GSE25247",NA,NA,NA,"GSE24676|GSE24677|GSE25246|GSE25970|GSE25247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE24676|GSE24677|GSE25246|GSE25970|GSE25247",NA,"GSE24676|GSE24677|GSE25246|GSE25970|GSE25247",NA,NA,NA,NA,NA,NA,NA,NA
"47","HUES 44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25970|GSE25248",NA,"GSE25970|GSE25248",NA,NA,NA,NA,NA,NA,NA,NA
"48","HUES 45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25970|GSE25247|GSE25248",NA,"GSE25970|GSE25247|GSE25248",NA,NA,NA,NA,NA,NA,NA,NA
"49","HUES 48",NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE19465|GSE17312|GSE37050",NA,"GSE25248|GSE25970|GSE19465|GSE17312|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE19465|GSE17312|GSE37050",NA,"GSE25248|GSE25970|GSE19465|GSE17312|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA
"50","HUES 49",NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE37050",NA,"GSE25248|GSE25970|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","HUES 53",NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE37050",NA,"GSE25248|GSE25970|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE37050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","HUES 6",NA,NA,NA,NA,"GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626",NA,"GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626",NA,"GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626","GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626","GSE21037|GSE24676|GSE25247|GSE25970|GSE17312|GSE47626",NA,NA,NA,NA,NA,NA,NA,NA
"53","HUES 62",NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","HUES 63",NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","HUES 64",NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE19465|GSE17312",NA,"GSE25248|GSE25970|GSE19465|GSE17312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE19465|GSE17312",NA,"GSE25248|GSE25970|GSE19465|GSE17312",NA,NA,NA,NA,NA,NA,NA,NA
"56","HUES 65",NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","HUES 66",NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE25247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE25248|GSE25970|GSE25247",NA,"GSE25248|GSE25970|GSE25247",NA,NA,NA,NA,NA,NA,NA,NA
"58","HUES 8","GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","HUES 9","GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE24676|GSE24677|GSE25247|GSE25970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","I 3",NA,NA,NA,NA,"GSE17312|GSE25246|GSE34200|GSE34869|GSE55725",NA,NA,NA,"GSE17312|GSE25246|GSE34200|GSE34869|GSE55725",NA,NA,NA,"GSE17312|GSE25246|GSE34200|GSE34869|GSE55725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE17312|GSE25246|GSE34200|GSE34869|GSE55725","GSE17312|GSE25246|GSE34200|GSE34869|GSE55725",NA,NA,NA,NA,NA,NA,NA
"61","I 4",NA,NA,NA,NA,"GSE34200|GSE34869|GSE35157","GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","I 6",NA,NA,NA,NA,"GSE34200|GSE34869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","KhES-1",NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60821",NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60821",NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60821",NA,NA,NA,NA,NA,NA
"64","KhES-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE62114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","KhES-3",NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60811|GSE60821|GSE75095|GSE75096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60811|GSE60821|GSE75095|GSE75096",NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60811|GSE60821|GSE75095|GSE75096",NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448|GSE60810|GSE60924|GSE60811|GSE60821|GSE75095|GSE75096",NA,NA,NA,NA,NA,NA
"66","KhES-4",NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","KhES-5",NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Lis39_FXS8N",NA,NA,NA,NA,NA,NA,"GSE52617|GSE52824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","LSJ-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE29783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","MSHRIe001-A-SOX7 control 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","MSHRIe001-A-SOX7 control 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","MSHRIe001-A-SOX7 overexpressing 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","MSHRIe001-A-SOX7 overexpressing 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","MSHRIe002-A-SOX17 control 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","MSHRIe002-A-SOX17 control 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","MSHRIe002-A-SOX17 overexpressing 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","MSHRIe002-A-SOX17 overexpressing 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE10809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","NTUe001-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE27280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","SA001",NA,NA,NA,NA,"GSE34200|GSE34869|GSE35157","GSE34200|GSE34869|GSE35157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","SA002",NA,NA,NA,NA,"GSE34200|GSE35157|GSE42446|GSE49053|GSE42448","GSE34200|GSE35157|GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE34200|GSE35157|GSE42446|GSE49053|GSE42448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","SCSe001-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE42956",NA,NA,NA,NA,NA,NA,NA
"82","Shef1","GSE23091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Shef2",NA,NA,NA,NA,"GSE30456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","UCLA 1",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","UCLA 2",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","UCLA 3",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","UCLA 4",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","UCLA 5",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","UCLA 6",NA,NA,NA,NA,NA,NA,"GSE57866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","UCSF4",NA,NA,NA,NA,NA,NA,"GSE16368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","UM139-2 PGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE112031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","UM4-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSE112031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","VAL-3","GSE23091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
